n_articles,articles,authors,title,work,publisher,year,identifier,url,unlinked,type
1,Palmyra,"Makieh, Kinda; Perry, Tom; Merriman, Jane",Palmyra statue damaged by Islamic State goes on display in Damascus,,Reuters,1 October 2017,,https://uk.reuters.com/article/us-mideast-crisis-syria-statue/palmyra-statue-damaged-by-islamic-state-goes-on-display-in-damascus-idUKKCN1C61FA,False,cite web
1,Palmyra,"Shaheen, Kareem; Swann, Glenn; Levett, Cath",Palmyra – what the world has lost,The Guardian,,5 October 2015,,https://www.theguardian.com/science/ng-interactive/2015/oct/05/palmyra-what-the-world-has-lost,False,cite web
1,Palmyra,"Makieh, Kinda","Palmyra's dynamited temple can be restored, de-miners use robots",,Reuters,2 April 2016,,https://www.reuters.com/article/us-mideast-crisis-syria-palmyra-idUSKCN0WX1Z3,False,cite web
1,Palmyra,"Mackay, Mairi",Palmyra: Will ISIS bulldoze ancient Syrian city?,,CNN,18 May 2015,,https://edition.cnn.com/2015/05/15/middleeast/syria-palmyra-isis/,False,cite web
1,Palmyra,"Shaheen, Kareem",Palmyra: historic Syrian city falls under control of Isis,The Guardian,,21 May 2015,,https://www.theguardian.com/world/2015/may/20/syrian-city-of-palmyra-falls-under-control-of-isis,False,cite web
1,Kushan Empire,,Panel fragment with the god Shiva/Oesho,,Metropolitan Museum of Art,,,https://www.metmuseum.org/art/collection/search/327832,False,cite web
1,Kushan Empire,"Zürcher, E.; Basham",Papers on the Date of Kaniṣka,,E. J. Brill,1968,,,False,cite book
1,Kushan Empire,"Basham, Arthur Llewellyn","Papers on the Date of Kaniṣka: Submitted to the Conference on the Date of Kaniṣka, London, 20-22 April 1960",,Brill Archive,1968,,https://books.google.com/books?id=ks4UAAAAIAAJ&pg=PA414,False,cite book
1,Kushan Empire,"Wilcox, Peter",Parthians and Sassanid Persians,,Osprey,1986,,,False,cite book
1,Dunhuang manuscripts,"Langfitt, Frank",Plundered Buddhist manuscripts returned to China Artifacts from caves are repatriated from Japan,Baltimore Sun,,1997-10-15,,https://www.baltimoresun.com/1997/10/15/plundered-buddhist-manuscripts-returned-to-china-artifacts-from-caves-are-repatriated-from-japan/,False,cite web
1,Gandhara,"Raychaudhuri, Hemchandra",Political History of Ancient India: From the Accession of Parikshit to the Extinction of Gupta Dynasty,,[[University of Calcutta]],1953,,,False,cite book
1,Kushan Empire,"Sims-Williams, Nicholas",Proceedings of the Third European Conference of Iranian Studies Part 1: Old and Middle Iranian Studies,,Wiesbaden,1998,,,False,cite book
1,Silk Road,,Proto–Three Kingdoms of Korea {{!}} Silk Road,UNESCO,,,,https://en.unesco.org/silkroad/countries-alongside-silk-road-routes/republic-korea,False,cite web
1,Bagram,,Provincial Reconstruction Teams (PRTs),Institute for the Study of War,,,,http://www.understandingwar.org/provincial-reconstruction-teams-prts,False,cite web
1,Gandhara,"Kalhana, Jogesh Chunder Dutt",Rajatarangini of Kalhana - English - Jogesh Chunder Dutt Volumes 1 & 2,,,,,http://archive.org/details/RajataranginiOfKalhana-English-JogeshChunderDuttVolumes12,False,cite book
1,Gandhara,"Chattopadhyaya, Sudhakar",Reflections on the Tantras,,Motilal Banarsidass Publishers,1978,,,False,cite book
1,Gandhara,,"Rigveda 1.126:7, English translation by Ralph TH Griffith",,,,,http://www.sacred-texts.com/hin/rigveda/rv01126.htm,False,cite web
1,Kushan Empire,"Pandit, Ranjit Sitaram",River Of Kings (rajatarangini),,,1935,,https://archive.org/details/in.ernet.dli.2015.530051/page/n65,False,cite book
1,Palmyra,"Ibn Battuta, Muhammad",Riḥlat Ibn Baṭūṭah al-musammāh Tuḥfat al-nuẓẓār fī gharāʼib al-amṣār wa-ʻajāʼib al-asfār,,Akādīmīyat al-Mamlakah al-Maghribīyah,1997,,,False,cite book
1,Sogdia,,Samarqand's Cast Coinage of the Early 7th–Mid-8th Centuries AD: Assessment based on Chinese sources and numismatic evidence.,Andrew Reinhard (Pocket Change – The blog of the [[American Numismatic Society]]).,,12 August 2016,,http://numismatics.org/pocketchange/tag/kai-yuan-tong-bao/,False,cite web
1,Kushan Empire,,Samatata coin,The British Museum,,,,https://research.britishmuseum.org/research/collection_online/collection_object_details.aspx?objectId=3412701&page=1&partId=1,False,cite web
1,Silk Road,Frankenberger,Selenium in the Environment,,[[CRC Press]],1994,,,False,cite book
1,Silk Road,,Seminar on Southwest Silk Road held in City,Holiday,,,,http://www.weeklyholiday.net/Homepage/pages/UserHome.aspx?ID=10&date=03/09/2012,False,cite news
1,Kushan Empire,,Si-Yu-Ki: Buddhist Records of the Western World. The mission of Sung-Yun and Hwei-Săng [by Hsüan-chih Yang] Ta-T'ang si-yu-ki. Books 1–5,,"Kegan Paul, Trench, Trubner & Co.",1906,,https://books.google.com/books?id=hD9AxsfuV-wC,False,cite book
1,Kushan Empire,"Falk, Harry",Silk Road Art and Archaeology IV,,,1995–1996,,,False,cite book
1,Kushan Empire,"Falk, Harry",Silk Road Art and Archaeology VII,,,2001,,,False,cite book
1,Kushan Empire,"Falk, Harry",Silk Road Art and Archaeology X,,,2004,,,False,cite book
1,Silk Road,"Hogan, C. M.; Burnham","Silk Road, North China",The Megalithic Portal,,19 November 2007,,http://www.megalithic.co.uk/article.php?sid=18006,False,cite web
1,Silk Road,"Lakshmi, Rama","Silk Route talk irritates Dalrymple. His new book says India, not China, ruled trade, ideas",ThePrint,,2024-03-08,,https://theprint.in/feature/around-town/silk-route-talk-irritates-dalrymple-his-new-book-says-india-not-china-ruled-trade-ideas/1992912/,False,cite web
1,Dunhuang manuscripts,"Giles, Lionel",Six Centuries at Dunhuang,,,1944,,,False,cite book
1,Sogdia,"Light, Nathan",Slippery Paths: The Performance and Canonization of Turkic Literature and Uyghur Muqam Song in Islam and Modernity,,Indiana University,1998,,"https://books.google.com/books?id=mCRkAAAAMAAJ&q=%22the+hu-chi,+mainly+Iranian+girls,+found+in+China+during+the+Tang+period%22",False,cite book
1,Sogdia,"Keramidas, Kimon",Sodgian Ancient Letter II,NYU,Telling the Sogdian Story: A Freer/Sackler Digital Exhibition Project,,,https://kimon.hosting.nyu.edu/sogdians/items/show/851,False,cite web
1,Sogdia,"Keramidas, Kimon",Sogdian Ancient Letter III: Letter to Nanaidhat,NYU,Telling the Sogdian Story: A Freer/Sackler Digital Exhibition Project,,,https://kimon.hosting.nyu.edu/sogdians/items/show/869,False,cite web
1,Silk Road,,Sogdian Trade,Encyclopædia Iranica,,,,http://www.iranicaonline.org/articles/sogdian-trade,False,cite encyclopedia
1,Sogdia,,Sogdian letters,ringmar.net,History of International Relations,5 March 2021,,http://ringmar.net/irhistorynew/index.php/welcome/introduction-4/from-temujin-to-genghis-khan/5-2-a-nomadic-state/5-3-how-to-conquer-the-world/5-4-dividing-it-all-up/sogdian-letters/,False,cite web
1,Sogdia,,Soghdian Kai Yuans (lectured at the Dutch 1994-ONS meeting),T.D. Yih and J. de Kreek (hosted on the Chinese Coinage Website).,,1994,,http://www.charm.ru/coins/misc/soghdian-kaiyuan.shtml,False,cite web
1,Kushan Empire,"Ray, N. R.","Sources of the History of India: Bihar, Orissa, Bengal, Manipur, and Tripura",,Institute of Historical Studies,1982,,https://books.google.com/books?id=_gW2AAAAIAAJ,False,cite book
1,Gandhara,"Prakesh, Buddha",Studies In Indian History And Civilization,,,,,https://ia802902.us.archive.org/2/items/in.ernet.dli.2015.126821/2015.126821.Studies-In-Indian-History-And-Civilization_text.pdf,False,cite web
1,Palmyra,"Mukherjee, Bratindra Nath",Studies in Aramaic Edicts of Aśoka,,Kolkata: Indian Museum,2000,,,False,cite book
1,Kushan Empire,"Francfort, Henri-Paul",Sur quelques vestiges et indices nouveaux de l'hellénisme dans les arts entre la Bactriane et le Gandhāra (130 av. J.-C.-100 apr. J.-C. environ),Journal des Savants,,1 January 2020,,https://www.academia.edu/45042820,False,cite journal
1,Palmyra,"Arraf, Jane","Syria hopes tourists will return to Palmyra, a World Heritage Site ravaged by war",NPR,,17 April 2025,,https://www.npr.org/2025/04/17/g-s1-59683/palmyra-syria-heritage-sites-war-restoration,False,cite web
1,Dunhuang,,"Syrian Language ""Holy Bible"" Discovered in Dunhuang Grottoes",en.people.cn,,,,http://en.people.cn/english/200006/20/eng20000620_43468.html,False,cite web
1,Palmyra,"McGirk, Tim",Syrians Race to Save Ancient City's Treasures from ISIS,,National Geographic News,10 July 2015,,http://news.nationalgeographic.com/2015/07/150710-palmyra-syria-isis-looting-museum-archaeology/,False,cite web
1,Palmyra,"Ibn 'Asakir, Ali ibn al-Hasan ibn Hibat Allah ibn 'Abd Allah, Thiqat al-Din, Abu al-Qasim; ʻAmrawī",Tarikh Madinat Dimashiq (تاريخ مدينة دمشق),,Dār al-Fikr (دار الفكر),1995,,,False,cite book
1,Greco-Buddhist art,,"Tepe Shotor Tableau. Hadda, Nangarhar Province. ACKU Images System",ackuimages.photoshelter.com,,,,https://ackuimages.photoshelter.com/image/I0000Q4Qi50_eVEg,False,cite web
1,Mogao Caves,,The Allure of Dunhuang: The Mogao Grottoes &#124; Silk Road in Rare Books,dsr.nii.ac.jp,,,,http://dsr.nii.ac.jp/rarebook/05/index.html.en,False,cite web
1,Sogdia,"Chamney, Lee","The An Shi Rebellion and Rejection of the Other in Tang China, 618–763",,University of Alberta Libraries,,,https://era.library.ualberta.ca/items/d0d042f4-42df-407d-add7-567543d720a1/view/ef1dbd57-a18a-4436-97a6-a6084c17a8d9/Lee-20Chamney-20Thesis-20final-20draft.pdf,False,cite thesis
1,Silk Road,"Ferrier, R. W.",The Armenians and the East India Company in Persia in the Seventeenth and Early Eighteenth Centuries,The Economic History Review,,,,,False,cite journal
1,Mogao Caves,,The Art of Dunhuang,Dunhuang Research Academy,,,,http://public.dha.ac.cn/content.aspx?id=185436748917,False,cite web
1,Gandhara,"Behrendt, Kurt A.",The Art of Gandhara in the Metropolitan Museum of Art,,Metropolitan Museum of Art,2007,,,False,cite book
1,Sogdia,"Gershevitch, Ilya",The Avestan Hymn to Mithra.,,Cambridge University Press,1967,,,False,cite book
1,Gandhara,"Rapson, Edward James; Haig, Sir Wolseley; Burn, Sir Richard; Dodwell, Henry; Wheeler, Sir Robert Eric Mortimer",The Cambridge History of India,,CUP Archive,1968,,https://books.google.com/books?id=gYg8AAAAIAAJ&dq=virasena+maurya&pg=PA735,False,cite book
1,Kushan Empire,,The Cambridge Shorter History of India,,CUP Archive,,,https://books.google.com/books?id=9_48AAAAIAAJ&pg=PA77,False,cite book
1,Sogdia,"Compareti (University of California, Berkeley), Matteo",The Chinese Scene at Afrāsyāb,Eurasiatica,,2007,,https://www.researchgate.net/publication/287420208,False,cite journal
1,Kushan Empire,"Rosenfield, John M.",The Dynastic Arts of the Kushans,,University of California Press,1967,,https://books.google.com/books?id=udnBkQhzHH4C,False,cite book
1,Palmyra,"Loewe, Herbert Martin James",The Eastern Roman Empire,,Cambridge University Press,1923,,,False,cite book
1,Mogao Caves,"Wei, Xuefeng",The Epochal Significance in Zhang Daqian's Copies of Dunhuang Frescoes,icm.gov.mo,,n.d.,,http://www.icm.gov.mo/error/FileNotFound.aspx?aspxerrorpath=/web2016/contentList.aspx,False,cite web
1,Sogdia,"Jin, Xu 徐津",The Funerary Couch of An Jia and the Art of Sogdian Immigrants in Sixth-century China,The Burlington Magazine,,1 January 2019,,https://www.academia.edu/40962371,False,cite journal
1,Gandhara,Wannaporn Rienjang and Peter Stewart,"The Geography Of Gandhāran Art: Proceedings of the Second International Workshop of the Gandhāra Connections Project, University of Oxford, 22nd-23rd March, 2018",,,15 March 2019,,http://archive.org/details/TheGeographyOfGandharanArt,False,cite book
1,Gandhara,"Samad, Rafi U.","The Grandeur of Gandhara: The Ancient Buddhist Civilization of the Swat, Peshawar, Kabul and Indus Valleys",,Algora Publishing,2011,,,False,cite book
1,Kushan Empire,"Mukherjee, B.N.",The Great Kushana Testament,Indian Museum Bulletin,,1995,,,False,cite journal
1,Gandhara,"Cribb, Joe","The Greek Kingdom of Bactria, its coinage and its collapse",Afghanistan Ancien Carrefour Entre Lʼest et Lʼouest,,2005,,https://www.academia.edu/3026258,False,cite journal
1,Kushan Empire,Anonymous,The History of Pakistan: The Kushans,,,,,http://www.kushan.org/general/other/part1.htm,False,cite web
1,Silk Road,,The Horses of the Steppe: The Mongolian Horse and the Blood-Sweating Stallions {{!}} Silk Road in Rare Books,dsr.nii.ac.jp,,,,http://dsr.nii.ac.jp/rarebook/02/index.html.en,False,cite web
1,Gandhara,Thakur Upender,The Hunas In India Vol-lviii (1967) Ac 4776,,Chowkhamba Sanskrit Series Office,1967,,http://archive.org/details/dli.ernet.429146,False,cite book
1,Gandhara,Upendra Thakur,The Hūṇas in India,,Chowkhamba Prakashan,1967,,https://archive.org/download/dli.ernet.429146,False,cite book
1,Silk Road,Samantha Shea,The Karakoram Highway – The road that's the eighth world wonder,BBC.co.uk,,4 September 2023,,https://www.bbc.co.uk/travel/article/20230903-the-karakoram-highway-the-road-thats-the-eighth-world-wonder,False,cite web
1,Kushan Empire,"Cribb, Joe","The Kidarites, the numismatic evidence","Coins, Art and Chronology II",,January 2010,,https://www.academia.edu/38112559,False,cite journal
1,Gandhara,,The Korean Buddhist Canon: A Descriptive Catalogue,www.acmuller.net,,,,http://www.acmuller.net/descriptive_catalogue/files/k0024.html,False,cite web
1,Gandhara,,The Last Two Dynasties of The Shāhis,,,1976,,http://archive.org/details/tltd_20240114,False,cite book
1,Gandhara,"Rehman, Abdur","The Last Two Dynasties of the Sahis: An analysis of their history, archaeology, coinage and palaeography",,Australian National University,January 1976,,https://openresearch-repository.anu.edu.au/handle/1885/11229,False,cite thesis
1,Sogdia,"Yatsenko, Sergey A.",The Late Sogdian Costume (the 5th – 8th centuries),Transoxiana,,2003,,http://www.transoxiana.org/Eran/Articles/yatsenko.html,False,cite journal
1,Silk Road,"Guan, Kwa Chong",The Maritime Silk Road: History of an Idea,NSC Working Paper,,2016,,https://www.iseas.edu.sg/images/pdf/nscwps23.pdf,False,cite journal
1,Silk Road,"Sardar, Marika",The Metropolitan Museum's Excavations at Nishapur,,[[Metropolitan Museum of Art]],July 2011,,https://www.metmuseum.org/toah/hd/nish/hd_nish.htm,False,cite web
1,Dunhuang manuscripts,"Adamek, Wendi",The Mystique of Transmission: On an Early Chan History and Its Contexts,,Columbia University Press,2007,,,False,cite book
1,Gandhara,,"The Oxford history of India, from the earliest times to the end of 1911 : Smith, Vincent Arthur, 1848-1920 : Free Download, Borrow, and Streaming",Internet Archive,,,,https://archive.org/details/oxfordhistoryofi00smituoft,False,cite web
1,Gandhara,"Ellerbrock, Uwe",The Parthians: The Forgotten Empire,,Routledge,2021,,,False,cite book
1,Palmyra,"Kitto, John",The Pictorial Bible – being the Old and New Testaments according to authorized versions,,Charles Knight & Co,1837,,,False,cite book
1,Gandhara,"Meister, Michael W.",The Problem of Platform Extensions at Kafirkot North,Ancient Pakistan,,2005,,http://journals.uop.edu.pk/papers/AP_v16_41to48.pdf,False,cite journal
1,Palmyra,"Izumi, Takura","The Remains of Palmyra, the City of Caravans, and an Estimation of the City's Ancient Environment",Silk Roadology: Bulletin of the Research Center for Silk Roadology,Research Center for Silk Roadology,1995,,,False,cite journal
1,Silk Road,,The Silk Road,National Geographic Society,,26 July 2019,,http://www.nationalgeographic.org/encyclopedia/silk-road/,False,cite web
1,Silk Road,,"The Silk Road and Beyond: Travel, Trade, and Transformation",Art Institute of Chicago website,,,,http://www.artic.edu/aic/exhibitions/silkroad/themes.html,False,cite web
1,Sogdia,"Pei 裴, Chengguo 成国",The Silk Road and the economy of Gaochang: evidence on the Circulation of silver coins,Silk Road,,2017,,https://religiondocbox.com/74666854-Islam/Volume-contents.html,False,cite journal
1,Kushan Empire,"Liu, Xinru",The Silk Road in World History,,Oxford University Press,2010,,,False,cite book
1,Silk Road,"Kurin, Richard",The Silk Road: Connecting People and Cultures,,Festival,,,https://festival.si.edu/2002/the-silk-road/the-silk-road-connecting-peoples-and-cultures/smithsonian,False,cite web
1,Silk Road,"Liu, Xinru",The Silk Roads: A Brief History with Documents,,Bedford/St. Martin's,2012,,,False,cite book
1,Kushan Empire,"Cribb, Joe",The Sino-Kharosthi coins of Khotan part 2,Numismatic Chronicle,,1984,,https://www.academia.edu/33275660,False,cite magazine
1,Sogdia,,"The Sogdian Ancient Letters 1, 2, 3, and 5",Silk Road Seattle – University of Washington,,,,https://depts.washington.edu/silkroad/texts/sogdlet.html,False,cite web
1,Sogdia,,The Sogdian Descendants in Mongol and post-Mongol Central Asia: The Tajiks and Sarts,Joo Yup Lee,"ACTA VIA SERICA Vol. 5, No. 1, June 2020: 187–198doi: 10.22679/avs.2020.5.1.007",,,https://www.koreascience.or.kr/article/JAKO202019854292764.pdf,False,cite web
1,Kushan Empire,"Loeschner, Hans",The Stūpa of the Kushan Emperor Kanishka the Great,Sino-Platonic Papers,,July 2012,,http://www.sino-platonic.org/complete/spp227_kanishka_stupa_casket.pdf,False,cite journal
1,Palmyra,"Ismail, Farouk","The Syrian Djezireh: Cultural Heritage and Interrelations. International Colloquium: Deir ez-Zor, April 22–25, 1996",,"Dimashq: Wizārat al-Thaqāfah, al-Mudīrīyah al-ʻĀmmah lil-Āthār wa-al-Matāḥif",2002,,,False,cite book
1,Dunhuang manuscripts,,The Whereabouts of the Tibetan Manuscripts from Dunhuang,,,2007-07-26,,https://earlytibet.com/about/whereabouts/,False,cite web
1,Sogdia,"Darmesteter, James",The Zend-Avesta Part 1 The Vendidad,,Oxford at the Clarendon Press,1880,,https://archive.org/details/zendavestapart1t025014mbp/page/n1/mode/2up,False,cite book
1,Greco-Buddhist art,,The art of Gandhara in the Metropolitan Museum of Art,,,2007-12-01,,,False,cite book
1,Gandhara,,"The early history of India from 600 B.C. to the Muhammadan conquest, : including the invasion of Alexander the Great : Smith, Vincent A. : Free Download, Borrow, and Streaming",Internet Archive,,,,https://archive.org/details/dli.ministry.01787,False,cite web
1,Gandhara,,The geography of Gandharan art,,,,,https://www.carc.ox.ac.uk/PublicFiles/media/The%20Geography%20of%20Gandharan%20Art.pdf,False,cite web
1,Palmyra,"Wood, Robert","The ruins of Palmyra, otherwise Tedmor, in the desart",,"London, Robert Wood",1753,,,False,cite book
1,Kushan Empire,"Lan-Hai Wei, Ryan; Li, Hui",The separate origins of the Tocharians and the Yuezhi: Results from recent advances in archaeology and genetics,"International Conference on Tocharian Manuscripts and Silk Road CultureAt: University of Vienna, Vienna. 26–28 June 2013.",,2013,,https://www.researchgate.net/publication/318897882,False,cite journal
1,Silk Road,,Treasures of Ancient Altai Nomads Revealed,The Astana Times,,10 December 2012,,http://astanatimes.com/2012/12/treasures-of-ancient-altai-nomads-revealed/,False,cite news
1,Kushan Empire,"Chavannes, Édouard",Trois Généraux Chinois de la dynastie des Han Orientaux. Pan Tch'ao (32–102 p.C.); – son fils Pan Yong; – Leang K'in (112 p.C.). Chapitre LXXVII du ''Heou Han chou''.,,T'oung pao 7,1906,,,False,cite book
1,Dunhuang manuscripts,"Mair, Victor",Tun-Huang Popular Narratives,,Cambridge University Press,1983,,,False,cite book
1,Silk Road,"Johanson, Lars; Johanson; Bulut",Turkic-Iranian Contact Areas: Historical and Linguistic Aspects,,Harrassowitz Verlag,2006,,,False,cite book
1,Kushan Empire,"Cribb, Joe; Singh, Karan",Two Curious Kidarite Coin Types From 3rd Century Kashmir,JONS,,Winter 2017,,https://www.academia.edu/36983254,False,cite journal
1,Palmyra,"Ibn al-Qalanisi, Abū Yaʻlā Ḥamzah ibn Asad ibn ʻAlī ibn Muḥammad al-Tamīmī",Tārīkh Dimashq,,Dār Ḥassān,1983,,,False,cite book
1,Palmyra,UNESCO World Heritage Committee,"UNESCO World Heritage Committee. Convention for the Protection of the Cultural and Natural World Heritage. Intergovernmental Committee for the Protection of the World Cultural and Natural Heritage. Forty-Eighth Session, Busan, Republic of Korea 19-29 July 2026. Item 7A of the Provisional Agenda: State of Conservation of the Properties Inscribed on the List of World Heritage in Danger",,UNESCO,5 June 2026,,https://whc.unesco.org/document/226088,False,cite web
1,Gandhara,,US Department of Defense,,,,,https://www.cemml.colostate.edu/cultural/09476/afgh05-106.html,False,cite web
1,Bagram,,"US left Bagram Airbase at night with no notice, Afghan commander says",,[[BBC]],6 July 2021,,https://www.bbc.com/news/world-asia-57682290,False,cite news
1,Mogao Caves,,Unesco,,,,,https://whc.unesco.org/en/list/440/,False,cite web
1,Silk Road,,Use of Silk In Ancient Egypt,,,,,http://www.silk-road.com/artl/egyptsilk.shtml,False,cite web
1,Gandhara,"Macdonell, Arthur Anthony; Keith, Arthur Berriedale",Vedic Index of Names and Subjects,,John Murray,1912,,,False,cite book
1,Palmyra,"Ibn Šaddād, Bahā' ad-Dīn Yūsuf Ibn-Rāfiʿ",Vita et res gestae sultani Almalichi Alnasiri Saladini,,Samuel Luchtmans,1732,,,False,cite book
1,Mogao Caves,,Wall Paintings at Mogao Grottoes,,,,,http://www.getty.edu/conservation/our_projects/field_projects/mogao/dissemination.html,False,cite web
1,Dunhuang,,Wayback Machine,www.dunhuang.gov.cn,,,,http://www.dunhuang.gov.cn/userfiles/files/20210428/6375522292497513408525165.pdf,False,cite web
1,Silk Road,"Strayer, Robert W.",Ways of the World: A Global History,,Bedford/St. Martin's,2009,,https://archive.org/details/waysworldcombine00stra,False,cite book
1,Sogdia,"Gibson, Todd",`BUDDHISM AMONG THE SOGDIANS: A RE-EVALUATION1,,,December 2025,,https://www.academia.edu/127822272/BUDDHISM_AMONG_THE_SOGDIANS_A_RE_EVALUATION1,False,cite web
1,Palmyra,"al-Ziriklī, Khayr al-Dīn",al-Aʻlām : qāmūs tarājim li-ashhar al-rijāl wa-al-nisāʼ min al-ʻArab wa-al-mustaʻribīn wa-al-mustashriqīn,,Dār al-ʻIlm lil-Malāyīn,2002,,,False,cite book
1,Palmyra,"Qīṭāz, ʻAdnān; Shukrī",al-Mawsūʻah al-ʻArabīyah,,"al-Jumhūrīyah al-ʻArabīyah al-Sūrīyah, Riʼāsat al-Jumhūrīyah, Hayʼat al-Mawsūʻah al-ʻArabīyah",2007,,,False,cite book
1,Palmyra,"Qaddūrī, Zubayr Sulṭān",al-Thawrah al-mansīyah,,Ittiḥād al-Kuttāb al-ʻArab,2000,,,False,cite book
1,Palmyra,"Caskel, Werner","Ğamharat an-nasab: Das genealogische Werk des His̆ām ibn Muḥammad al-Kalbī, Volume II",,Brill,1966,,https://books.google.com/books?id=ybgUAAAAIAAJ,False,cite book
1,Kushan Empire,"Sivaramamurti, C.",Śatarudrīya: Vibhūti of Śiva's Iconography,,Abhinav Publications,1976,,,False,cite book
1,Palmyra,"Ibn Arabshah, Ahmad ibn Muhammad; Ḥimṣī",ʻAjāʼib al-maqdūr fī nawāʼib Tīmūr,,Muʼassasat al-Risālah,1986,,,False,cite book
1,Palmyra,"Wolfensohn, Israel",تاريخ اللغات السامية (History of Semitic Languages),,دار القلم للطباعة و النشر و التوزيع,2016,,,False,cite book
1,Dunhuang,,今天甘肃敦煌41.6℃、河北唐山36.3℃等12个国家级气象站打破8月最高气温纪录，其中吉林通化县37.7℃，打破当地观测史最高气温纪录，山东文登36.4℃追平当地观测史最高气温纪录。,,,,,https://weibo.com/1920136013/Rc1J1C7Sk,False,cite web
